3086299	customer fell in appliances says she slipped  customer called her husband and then complained of pain and d area anizziness so we called 911customer was wearing slippers that looked to be worn down	1052	 slippery surface	40
3086303	chris t scratched customers vehicle while loading work bench	1026	 improper loading unloading vehicle	21
3086304	customer stated to niki that he was in the store on january 3rd 2020 between 3pm   5pm  he states that his car was damaged during that time frame   he stated to niki that he had left his information with a  manager  and has not been contacted since   customer stated to niki that he was in the store on january 3rd 2020 between 3pm   5pm  he states that his car was damaged during that time frame   he stated to niki that he had left his information with a  manager  and has not been contacted since 	1078	 no specific event	57
3086306	customer called in to state that a refrigerator was delivered and installed on 1 20 20  and customer states a pair of apple air pods were stolen at the time of delivery  customer states he first attempted to get this resolved through the delivery agent 	1056	 third party error  non hd 	42
3086316	purchased paint roller pan had a small hole in it  paint leaked on tool stool  finished garage floor  and carpet 	1044	 possible product defect	34
3086363	a pallet of freight was in the race track and a customer tripped over the corner of the pallet	1048	 protruding nail object	37
3086381	customer rented a carpet cleaner and claims that the carpet cleaner created an 8  purple streak in the carpet of his bedroom 	1044	 possible product defect	34
3086382	per the customer some one trying to break in to his truck	1004	 assault holdup  robbery  shoplifter	4
3086407	customer ran his hand on a sticker with a nail sticking outcustomer wanted to make sure that it was reported in case his handdoesnt heal correctly 	1048	 protruding nail object	37
3086545	lana was lifting a vanity with two other associates  oliver sm and brent met  the vanity they were lifting was glacier bay vanity combo  1001431807  lana felt her left wrist crack  she thought nothing of it as she says her wrists crack all the time about 2 hours have gone by and her wrist feels like there is a tightening band on her wrist  the area they were lifting was fe006 in the swing area 	1005	 attempted to lift move too heavy object	5
3086573	purchased ge washer gfw450ssmww on csa h0147 406970 12 30 18  leaking from bottom of unit  2nd floor laundry  ceiling damaged underneath provided customer number to set up service for washer  hdpp purchased for unit 	1044	 possible product defect	34
3086581	customer stated that associate damaged inside wheel well when putting in pallet of concrete	1026	 improper loading unloading vehicle	21
3086630	customer getting 2x4x8 lumber and he hit his head with the candalieverrequested tylenol	1014	 failure to keep a clear lookout	13
3086641	customer was walking across on the white lined pedestrian crossing when she slipped and fell back and legs went under the cart bruising right shin scrapping left knee also scraped both elbowscustomer stated the walk way was wet and slippery  customer wearing smooth bottom flip flops	1052	 slippery surface	40
3086646	we received a letter from fire cause analysis stating a fire loss involving a fridgidaire electric range  model  ffef3018lmh    serial number  vf7105214 	1044	 possible product defect	34
3086659	janice was wrapping an appliance in preparation for a delivery  reached into her pocket of her apron to get home depot knife and the blade of the knife cut her left hand middle finger	1016	 failure lack of policy to wear use ppe	14
3086664	customer seeking compensation for labor cost for the repainting of her cabinets due to her incorrect color due to time she is in the process of repainting  customer was refunded the 6 gal of paint she states was not correct	1044	 possible product defect	34
3086667	customer was waiting for a parking spot when a storm started up and threw a cart into her car   cart caused a big dent on her drivers door 	1059	 wind storm driven	45
3086669	customer was loading drywall in the back of her box truck and while doing so she missed a step and fell onto her back  the customer stated her butt stopped her fall from hitting her back or her head and she was ok after my assistance 	1037	 loss of balance other	30
3086672	customer stated he was walking around the service desk when he went around the corner by returns another customer had a flat cart with lumber sticking off and customer got the left side above ankle scraped  first aid already given hen i got therecustomer refused tobwrite statement andvsaid hevwould be ok	1048	 protruding nail object	37
3086709	roof damage is causing a water leak in the kitchen 	1068	 installed sales	52
3086729	customer stated that she was stung on the left wrist  by a wasp while returning wire in a box    wasp was in the box that the customer brought in  	1006	 bites animal snake insects	6
3086736	customer states a broom fell on her face   while retrieving it from the home location	1028	 improperly unsafely stacked products	22
3086759	customer was reaching for a pack of drill bits and had a display milwaukee jig saw fall on her foot 	1028	 improperly unsafely stacked products	22
3086792	customer claim that a associate hit her while try check her id	1011	 errors of others  hd emp 	10
3086794	riley and lot associate were loading a 36  vanity into the back of a customers truck  when pushing the vanity in further it jammed on something in the truck bed  tipping vanity and squashing  pinching riley s right hand ring finger he was wearing properppe  gloves 	1026	 improper loading unloading vehicle	21
3086842	philip reported to me that customer had slip and fallen while unloading a tool rental  no more information was given n a	1037	 loss of balance other	30
3086854	the customer had flooring delivered on 1 16 2020 and found damage to their garage roof   the customer just found and claim it is from the delivery from home depot 	1056	 third party error  non hd 	42
3086866	customer scraped her hand on live goods table	1051	 rough sharp edges	39
3086868	customer was wearing flip flops in the snow and twisted her back when she lost her footing customer was wearing flip flops and it had just started snowing when she slipped 	1052	 slippery surface	40
3086900	while placing boards into a customers truck the loader hit the back window breaking it	1026	 improper loading unloading vehicle	21
3086947	nelda was working on a  gaylord  of product which was over filled   the gaylord broke open causing all product to fall out hitting her right side with the galvanized pipe  3 4 x 48 	1005	 attempted to lift move too heavy object	5
3086969	customer is claiming that due to installation of dishwasher  a leak occurred and caused water damage to the flooring prior to installation of dishwasher  mr  conyers was informed that his valve was bad  he insisted that it be installed anyway  and signed off assuming all responsibility 	1056	 third party error  non hd 	42
3087038	customer cut self on flashing asked for bandaids refused to give infocustomer asked for bandaid refused to give info	1044	 possible product defect	34
3087057	sun run installed solar panels  customer states their system malfunctioned and they have damaged his roof  sun run removed the panels  and that s how the roof was damaged customer came in saying that sun run installed panels and they have damaged his electrical panel and when he had them remove the panels they destroyed his roof and other partsvof the roof	1068	 installed sales	52
3087059	associate was loading the truck per customers request using lift equipment and damaged backup camera and tail lightcustomer wrote his ingfo down would not wait for manager elwell called customer got contact info and vehicle information from customer he would like compensation	1026	 improper loading unloading vehicle	21
3087078	kelly was showing a customer flooring and when she when to take a plank out of the box the rest of the box fell on her left foot	1005	 attempted to lift move too heavy object	5
3087094	le client a retirer un panier et en voulant le remettre parce qu il etait briser  le client a reculer et perdu l equilibre et tomber sur son coude et fesse 	1038	 loss of balance in push pulling object	31
3087145	older gentleman fell on the floor in front of sco reg51   another customer assisted in getting him back on his feet   his cane was a few feet away from him   he left to go back to his car stating he needed his medicine 	1037	 loss of balance other	30
3087161	el asociado llego a su turno el dia 3 de feb a las 6 30pm 12 00am  se encontraba atendiendo a varios clientes y ayudando a un caballero con unos paneles de gypsum board cuando sintio una molestia en el area de la cintura  el asociado culmino su turno 	1005	 attempted to lift move too heavy object	5
3087163	while customer was being loaded the associate damaged his truck bed 	1026	 improper loading unloading vehicle	21
3087172	associate was putting away returns and cut her left elbow forearm on product that was protruding outside the shopping cart   the incident occurred in aisle 8 	1048	 protruding nail object	37
3087173	customer stated he tripped over the pricing sign for 80lb concrete   he originally refused to give his name or fill out a report   before a john doe report was filed he returned to the store and stated he now wanted to have a report created customer originally told associates that he was fine 	1014	 failure to keep a clear lookout	13
3087174	forklift bumped tailgate while loading pickets	1026	 improper loading unloading vehicle	21
3087179	the ups driver scottie was passing the scan gun to donna to be signed  during the pass off a large static electric stocked was transferred between them  the driver told donna he saw a blue arc in the air between them as a result of the shock donna s left index finger is now numb 	1055	 taking unsafe position posture	41
3087189	customer was lifting sheet rock with no help and it fell on his left shoulder	1013	 failure to get help  non materials handling 	12
3087197	asociado indica cliente se raspo y se fue y no querida ayuda y indico q fue raspaso bobon a	1051	 rough sharp edges	39
3087203	en el dia de hoy la clienta maria matias estaba guardando su compra y alegadamente a la clienta el viento le empujo el carrito y choco el vehiculo de otro cliente que se due y no quiso dar declaracion tablilla de john due honda 877 611	1059	 wind storm driven	45
3087209	incident only  customer stated he cut smashed right hand pinky finger with yellow security poles in lumber  he put up his finger which already had band aid on it  i requested his information he refused and left  filed under john doe 	1055	 taking unsafe position posture	41
3087216	incorrect install from ma delivery on 11 12 019  water has  been leaking from the connection from behind the fridge  where the copper line connects to the  pex line  customer stated her floor has been damaged from water leak 	1056	 third party error  non hd 	42
3087229	associate pulled their car too close to the badge check station  entrance  and their vehicle was scratched by the back of the drop arm for the other side  exit    incident only as associate stated it was not an issue 	1066	 unsafe operation   customer vehicle	50
3087277	water damage from installation of appliance	1056	 third party error  non hd 	42
3087279	customer was stand at the desk with her pet  then the pet move in different direction and the customer tripped over the leash customer did mention other incidents that she is currently addressing 	1055	 taking unsafe position posture	41
3087288	customer rented titan sprayer and once he put the paint in the sprayer  it shot out and paint got over customer carpet  couch   and clothing  customer is also wanting compenstion for 3 hours wasted time 	1044	 possible product defect	34
3087323	car was parked near sheds when he returned tovhis vehicle a carriage was resting up against the drivers side door leaving orange paint and scratches	1060	 rolling buggy cart	46
3087340	customer picked up a can of lacquer thinner and the spout and cap were separated from the can and spilled on back of hand   area is pink and irritated with a blister in the middle took statement from associate alex webman  in file 	1044	 possible product defect	34
3087423	while setting up to load the required safety gate was blown over by the wind striking the driver door causing a scratch to the metal customer states that the scratch goes to the metal and needs more than just touchup paint	1059	 wind storm driven	45
3087425	alex mcleod was removing the waterfall metal decking from the overhead on the order picker and scraped his arm on a piece of the waterfall metal racking due to a rung that was bent out this happened in aisle 1 bay 9 seasonal indoor at 7085 brockville location 	1048	 protruding nail object	37
3087452	customer tried to get garbage can out of bay and scratched leg which required first aid 	1051	 rough sharp edges	39
3087467	justin was pushing a pallet of concrete forward in the back of the customers truck and the forklift guard damaged the tail gate 	1026	 improper loading unloading vehicle	21
3087602	per attorney letter via fax   customer alleged suffering severe injuries as a result of negligent design or construction of a five gallon bucket the manner in which created a hazard 	1044	 possible product defect	34
3087613	customer picked up a home depot bucket and did not notice grease that was on the bucket handle and it accidentally transfered to his shorts causing some staining	1020	 foreign object in path	17
3087676	trailer hitch got lose trail hit customer truck tail gate	1026	 improper loading unloading vehicle	21
3087731	while ed was loading 1 pallet of concrete  customers tail gate was down and the forklift hit the edge of tailgate with pallet  damages were a dent and scraps along the top plastic  no damages to the actual body ed acknowledged that he hit it and so did the spotter  jim m 	1026	 improper loading unloading vehicle	21
3087739	the customer felt chest and dizziness so he laid on a lumber cart and employees notified the mod	1021	 heart attack fainting seizure stroke	18
3087772	customer was reaching to move a box of tile  did not ask for assistance  the box slipped and pinned her right hand underneath the box  the tile cut the top of her middle finger open  she was bleeding on the floor  received first aid and left customer refused medical attentuon or ambulence  mentioned she was going to riverview after she dropped her dog off at home who was in the car  she did not report any other symptoms and did not appear to be acting abnormally 	1013	 failure to get help  non materials handling 	12
3087788	when lifting a metal shelf it slipped and caught her finger between shelves 	1005	 attempted to lift move too heavy object	5
3087813	2 scratches and a dent above the scratches  customer claims she came out of the store and found a cart against her car causing damage car was parked in the first few spots in front of main entrance 	1060	 rolling buggy cart	46
3087832	customer was hit with 2 boxes that fell from orange ladder while associate was stocking shelfcustomer states right arm  neck  back of head and between shoulder blades hurts  peter clauer is described as assoc on ladder  confirmed by noasm seth 	1011	 errors of others  hd emp 	10
3087881	we had a customer taking product without paying when another customer tried stopping him on the apron and was punched in the face  the customer is ok incident onlycops were called mapm informed customer ok incident only	1004	 assault holdup  robbery  shoplifter	4
3087897	associate was loading fence pickets onto customers truck and push to much and bent truck toolbox 	1026	 improper loading unloading vehicle	21
3087903	customer was getting out vehicle and put foot on ground and slipped  she landed on her right side 	1052	 slippery surface	40
3087937	another customer was grabbing lumber and a peice of lumber flew and hit her in the forehead  it left a bump on the right side of her forehead rocky was grabbing 2 x 2 and one flew off the top and hit shannon in the head 	1056	 third party error  non hd 	42
3087984	customer was walking down aisle when an associate stocking the overhead knocked a box down hitting the customer in the back of the head   customer stated he was okay and then reported to a manager box contained 2 packs  partial case    incident only at this time 	1011	 errors of others  hd emp 	10
3087994	customer stated that the cashier put the paint a bag and next thing he know the paint spill and damage his left feet black lacoste sneakers	1035	 insecure packaging	28
3088018	customer was hit in the head with a piece of lumber by another customercustomers were in line at the registers when petro montar was moving lumber and hit into another customer lillian harper  anthony stokes mod investigated this incident only 	1056	 third party error  non hd 	42
3088028	right rear tire has bolt lodged in it	1020	 foreign object in path	17
3088062	customer noticed a carriage had impacted his vehicle leaving noticeable dents with orange paint transfer to the rear driver sidebdoor no	1060	 rolling buggy cart	46
3088072	customer cut finger on moulding and requested a bandaid	1044	 possible product defect	34
3088080	customer got stung by something while shopping in outside garden plants 	1006	 bites animal snake insects	6
3088206	customer was grabbing a tube of sealer from the shelf  didn t notice that the tube had leaked and he was carrying it to the till and then when he went to pay for it he realized that it leaked all over his jacket on the front  customer said the jacket new	1044	 possible product defect	34
3088240	customer fell on ice in parking lot and hurt her left side and back brokn line request to salt parking lot had been requested previous to this incident  web 4426123  salt vendor had not yet arrived on site 	1052	 slippery surface	40
3088273	matt lemke a customer asked me for a splinters kit i brought him to pro and gave him a kit out of first aid 3 alcohol wipes and a band aid  he removed the splinter and then used the bathroomxto clean up	1051	 rough sharp edges	39
3088299	diana my cashier came in and reported that a customer had od on the property outside in a car that his friend was on the phone with 911	1001	 alcohol drugs medications	1
3088307	customer had a seizure 3 times  twice at pro deskhistory of seizure  does not taken medications	1021	 heart attack fainting seizure stroke	18
3088308	customer had plywood hit his tail light on his truck while loading  cracking the light	1026	 improper loading unloading vehicle	21
3088368	on february 9th  2020 at 11 30am associate dhanesh was seen sitting in the break room  he said at 7 30am this morning as soon as he seat in his car his museles started pulling in his right leg  he said he came to work to try to battle and walk it outplease note this is an incident only  i had to change the time of incident from 7 30am to 11 30am because the system will not alow me to enty the time before the associate started work  the incident did not happened at home depot it was before hr started	1055	 taking unsafe position posture	41
3088373	customer driving from tool rental to trailer parking hit q price of metal and had a flat tire as a result on the trailer	1020	 foreign object in path	17
3088404	at 11 50am on 2 9 20 i was notified a light post had fallen in our front parking lot once outside  there was a downed light post and a customer s vehicle approximately 2 feet away  front end   customer claimed scratches on front bumper caused by light	1010	 defective equipment tools fixtures	9
3088415	customer tripped in parking lot  bruise left handno serious injury	1058	 uneven surface and speed bumps	44
3088424	customer claimed that a box that was stacked on top of a cart got knocked over and fell and hit customer on her right ankle 	1028	 improperly unsafely stacked products	22
3088439	customer bumped her head on yellow safety polesincident only	1014	 failure to keep a clear lookout	13
3088476	little boy was playing on the back wall and started playing on the attachment to the order picked and pulled it on himself  spoke with the grampa who said it was just a bruise phone number provided was for the grampa miguel guzman 	1009	 child unattended unsupervised	8
3088477	lot associates lowered a skid of product on the customer s right foot injuring his right toe  this happened while loading the rental van under the lumber canopy 	1011	 errors of others  hd emp 	10
3088554	electric range slipped and hit his car on the back hatch	1056	 third party error  non hd 	42
3088565	while pulling product from bottom shelf customers hit a piece of flooring that is sticking out on shelf above and cut his forehead 	1048	 protruding nail object	37
3088581	two young children were sitting in their stroller  when mom  sarah sorg  turned away for a moment their older brother rocked the stroller back onto it s hind wheels and the stroller tipped over  the young girl indicated that she bumped her head 	1009	 child unattended unsupervised	8
3088582	two young children were sitting in their stroller  when mom  sarah sorg  turned away for a moment their older brother rocked the stroller back onto it s hind wheels and the stroller tipped over  the young girl indicated that she bumped her head 	1009	 child unattended unsupervised	8
3088696	was stopped for shoplifting  did not have product on their person	1081	 alleged false arrest imprisonment	59
3088698	customer was coming in the door by self checkout and did not see the floor was wet  he slipped and fell on is back and left elbow  he was wearing all black and sneakers  he left without talking to manager because he does not speak eng  brought in wife may have to contact wife to translate   susel soto at 813 507 1763	1052	 slippery surface	40
3088734	the kitchen cabinet was damaged by the installer when he drilled a hole into the bottom of the cabinet	1056	 third party error  non hd 	42
3088813	jacobi brown was pushing a cart into position  brittany cockrell turned the corner on her epj and bumped a cart which caught jacobi  thumb between two carts 	1011	 errors of others  hd emp 	10
3088860	associate loading merchandise into customers vehicle opened tailgate and broke the handle off	1026	 improper loading unloading vehicle	21
